;Identifier;Company Name_x;Country of Headquarters;Country of Exchange;Exchange Name;ISIN;Legal Entity ID (LEI);CVR;IPO Date;First Trade Date;ICB Industry name;ICB Sector name;ICB Subsector name;"Market Cap
(DKK)
1(best) - 100(worst)
Percentile Scoring";2025 AP release date;Half year reports;Unnamed: 17;Unnamed: 0_y;File;Company Name_y;Year;AI share;AI Paragraph;Sensing;Seizing;Transforming;DC_Sum;Total Assets Reported;City of Headquarters;Date of Incorporation;Employees;R&D Expenses;Revenue
55;TRYG.CO;Tryg A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060636678;213800ZRS8AC4LSTCE39;;14/10/2005;14/10/2005;Financials;Non-life Insurance;Full Line Insurance;08.00;;;;110;ALL_COMPANIES/Tryg A-S/Tryg Annual Report 2023_4.pdf;Tryg A/S;2023;00.00;[];0;0;0;0;1,13E+11;Ballerup;28/01/2002;4674.00.00;;33938000000.0
56;TRYG.CO;Tryg A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060636678;213800ZRS8AC4LSTCE39;;14/10/2005;14/10/2005;Financials;Non-life Insurance;Full Line Insurance;08.00;;;;109;ALL_COMPANIES/Tryg A-S/Tryg AR 2022.pdf;Tryg A/S;2022;00.00;[];0;0;0;0;1,00E+11;Ballerup;28/01/2002;4400.00.00;;24137000000.0
57;TRYG.CO;Tryg A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060636678;213800ZRS8AC4LSTCE39;;14/10/2005;14/10/2005;Financials;Non-life Insurance;Full Line Insurance;08.00;;;;107;ALL_COMPANIES/Tryg A-S/TRYG_AR2021.pdf;Tryg A/S;2021;00.00;[];0;0;0;0;60916000000;Ballerup;28/01/2002;4151.00.00;;22653000000.0
58;TRYG.CO;Tryg A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060636678;213800ZRS8AC4LSTCE39;;14/10/2005;14/10/2005;Financials;Non-life Insurance;Full Line Insurance;08.00;;;;108;ALL_COMPANIES/Tryg A-S/tryg_ar2020.pdf;Tryg A/S;2020;00.00;[];0;0;0;0;59059000000;Ballerup;28/01/2002;;;21741000000.0
59;JYSK.CO;Jyske Bank A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010307958;3M5E1GQGKL17HI6CPN30;;02/01/1985;02/01/1985;Financials;Banks;Banks;09.00;;;;483;ALL_COMPANIES/Jyske Bank A-S/Jyske+Bank+Annual+Report+2025.pdf;Jyske Bank;2025;0.0073472686528782;['AI assistants that support advisers in their daily work. Expand-\n', '•\t\nNew AI assistants and Co-pilot for advisers, \n', 'S4\nPolicy for Data Ethics\nThe policy ensures responsible use of data and technology. \nThe policy sets principles for data ethics, including the use of \nAI and protection of privacy\n', 'Generative AI\n', 'all employees in the organisation in the use of generative AI. \n', 'completed training in AI understanding, responsible use and \n', 'supports Jyske Bank’s AI journey. Overall, it revolves around \n', 'deployment of AI solutions follow a risk-based approach that \n', 'customer due diligence (KYC), by using AI and data integra-\n', 'In 2025, artificial intelligence was further implemented \n', 'enhancing employee efficiency. The use of AI must support \n', 'of AI and new technology, focusing on responsible implemen-\n'];4;4;4;12;7,50E+11;Silkeborg;14/09/1917;3956.00.00;;13693000000.0
60;JYSK.CO;Jyske Bank A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010307958;3M5E1GQGKL17HI6CPN30;;02/01/1985;02/01/1985;Financials;Banks;Banks;09.00;;;;484;ALL_COMPANIES/Jyske Bank A-S/Jyske+Bank+Annual+Report+2024.pdf;Jyske Bank A/S;2024;0.0086348861736969;"['Financial market optimism about the US and \nartificial intelligence\n', 'The sentiment in the global financial markets was positive in \n2024. Equity prices rose whereas interest rates fell due to cen-\ntral bank rate cuts and expectations of further cuts in 2025. \nNeither the war in Ukraine nor the hostilities in the Middle East \ncaused major market turmoil. Nor did the victory of Donald \nTrump in the US presidential election despite his threats of tariff \nincreases. US equities actually rose considerably more than \nEuropean and Danish equities in 2024, partly boosted by new \nsharp increases of many US technology companies that are \namong the world leaders in artificial intelligence.\n', 'In the market for private banking customers, affluent personal \ncustomers and homeowners, Jyske Bank will improve rela-\ntionships through higher quality and activity, deliver dynamic \n360-degree advice, simplify customer journeys through the use \nof technology including AI, and strengthen brand identity and \npersonalised marketing across channels. \n', 'The larger and more complex corporate customers are given \nhigh priority. With the target of making Jyske Bank a leader \nwithin advisory services, we will develop even better solutions, \nincrease advisory efficiency through self-guided solutions and \nAI, and support the assessment of Jyske Bank as a strong cor-\nporate bank through clear-cut branding. \n', 'The strategy is supported by a solid plan for digitisation and \nthe use of new technologies including AI. This will ensure an \nefficient and secure platform, better customer experiences and \nthe ability to attract most attractive customers in the market. \nThere is also focus on reducing unnecessary complexity and \nthus reducing the cost base. \n', ""In the autumn of 2024, the Group presented an updated \nstrategy. The strategy includes stronger focus on personal as \nwell as corporate customers, e.g. through continued focus on \ndigitisation, data and AI. This places increased demands on \nthe Group's risk in the non-financial risk area, including IT. The \nmanagement and handling of IT-related risks is already a focus \narea, and ongoing initiatives and efforts will be further devel-\noped in 2025.\n"", 'Verarca\n•  \x07Automated calculation of CO2e footprint and preparation of carbon  \naccounts via integration with customers’ financial systems. \n•  Calculated by AI based on invoice items and numerous CO2e databases. \n•  \x07Includes a dashboard with an overview of scope 1, 2 and 3 emissions that \ncan be downloaded as a PDF or integrated directly with other software, \nsuch as CSRD Navigator.\n', 'In Jyske Bank’s Group strategy, it is the ambition that \nalso towards 2028 further investments will be made in \nquality and efficiency of anti-money laundering (AML) \nand customer due diligence (KYC) through AI and data \nintegration to ensure a compliant and robust IT setup.\n', ""Data Ethics Policy \nIn Jyske Bank's work and business practice, it is central that \ncustomers, investors, employees and other stakeholders can \ntrust that data is processed securely, responsibly and in accor-\ndance with data ethics as well as the legislation in force from \ntime to time. The data processed by the Group consists to a \ngreat extent of personal data, the majority of which originates \nfrom customers, while a smaller proportion originates from \nemployees and other groups. The Group’s policy on data ethics \nsets out how data ethics are to be integrated into the Group’s \nbusiness processes and the use of data by management and \nother employees.\n   \nIn 2024, AI became a key element in the Group’s strategic am-\nbitions and will in future play a larger role in the Group’s IT solu-\ntions. In 2024, Jyske Bank, together with a number of public and \nprivate actors in Denmark, participated in the development of a \nwhite paper that sets the framework for how AI assistants can \nbe developed, implemented and used innovatively as well as re-\nsponsibly. This supports the Group's work with AI, as well as its \nown data ethics guidelines. Guidelines for generative AI services \nin the Group have been prepared and sections have been added \nto the Data Ethics Policy on the use of AI, as Jyske Bank wants \nto emphasise the importance of the Group's use of data and AI \nbeing transparent and responsible.\n""]";4;4;4;12;7,80E+11;Silkeborg;14/09/1917;3873.00.00;;14356000000.0
61;JYSK.CO;Jyske Bank A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010307958;3M5E1GQGKL17HI6CPN30;;02/01/1985;02/01/1985;Financials;Banks;Banks;09.00;;;;482;ALL_COMPANIES/Jyske Bank A-S/Jyske+Bank+2023+Q4+UK.pdf;Jyske Bank A/S;2023;0.0117760336933105;['sustainability, cyber risks and AI.\n', 'Generative AI\n', 'Generative AI took the world by storm in 2023 and brings \n', 'to identify and support responsible use of AI for business \n', 'AI and to clarify the use of AI in a work context. Furthermore, \n', 'we will analyse new lines of attack opened up by AI in order \n', 'Geek nights focusing on AI \nand ChatGPT\n', 'Artificial intelligence (AI) is about simulating human intelli\xad\n', 'learn in the same way as we do. AI has rapidly become part \n', 'synonymous with AI.\n', 'To learn more about AI, our Business Concepts and Quality \n', 'David Johnson, spoke about how AI works and why it will be \n', 'AI\n', 'Group, we also took a position on the use of generative AI \n', '•\t Maintain focus on identifying and managing risk exposure when it comes to privacy data\n•\t Continue interdisciplinary knowledge sharing in the sector through various fora and seminars relating to \ncyber and information security\n•\t Increase action on identification and support of responsible use of AI for business purposes\n•\t Continue training of employees and further reinforcement of specific knowledge around cyber and \ninformation security \n'];4;2;2;8;7,50E+11;Silkeborg;14/09/1917;3257.00.00;;9106000000.0
62;JYSK.CO;Jyske Bank A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010307958;3M5E1GQGKL17HI6CPN30;;02/01/1985;02/01/1985;Financials;Banks;Banks;09.00;;;;487;ALL_COMPANIES/Jyske Bank A-S/Jyske+Bank+Annual+Report+2022.pdf;Jyske Bank A/S;2022;00.00;[];0;0;0;0;6,47E+11;Silkeborg;14/09/1917;3349.00.00;;8652000000.0
63;JYSK.CO;Jyske Bank A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010307958;3M5E1GQGKL17HI6CPN30;;02/01/1985;02/01/1985;Financials;Banks;Banks;09.00;;;;486;ALL_COMPANIES/Jyske Bank A-S/Jyske+Bank+Annual+Report+2021.pdf;Jyske Bank A/S;2021;00.00;[];0;0;0;0;6,73E+11;Silkeborg;14/09/1917;3614.00.00;;7982000000.0
64;JYSK.CO;Jyske Bank A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010307958;3M5E1GQGKL17HI6CPN30;;02/01/1985;02/01/1985;Financials;Banks;Banks;09.00;;;;485;ALL_COMPANIES/Jyske Bank A-S/Jyske+Bank+Annual+Report+2020.pdf;Jyske Bank A/S;2020;00.00;[];0;0;0;0;6,50E+11;Silkeborg;14/09/1917;;;8060000000.0
65;KBHL.CO;Copenhagen Airports A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010201102;549300Z01GJGM7D3HQ74;;11/04/1994;11/04/1994;Industrials;Industrial Transportation;Transportation Services;10.00;;;;323;ALL_COMPANIES/Copenhagen Airports A-S/copenhagen airports as group annual report 2025.pdf;Københavns Lufthavne A/S;2025;0.0067157663808734;['We work continually to make our processes \nsimpler and more intelligent. Advanced tech-\nnology, such as artificial intelligence and real-\ntime data, helps us to optimise aircraft handling, \nbaggage handling and our resources so that we \ncan make the best possible use of capacity. \n', 'In today’s dynamic landscape, digitalisation and innovation are key \nto staying ahead as a leading airport. We are dedicated to becoming \neven more data-driven, leveraging technology, such as AI, to elevate \nthe passenger experience and improve our operational efficiency, \nwhile staying ahead of cyber risks remains a top priority in protecting \nour systems and data.\n', 'In 2025, we intensified our efforts to simplify our application land-\nscape in order to reduce complexity and cost. At the same time, \nwe intensified the focus on digitalisation and innovation to improve \noperational stability and obtain reliable data for decision-making. \nFurthermore, AI efforts were scaled by increasing AI literacy across \nthe organisation and by fast-tracking several specific use cases.\n', 'As we evolve, we are increasingly leveraging machine learning, object detection and \nadvanced algorithms to enhance the CPH experience for our stakeholders across \noperational, security and safety areas. Currently, these technologies are primarily \nutilised for capacity optimisation. We ensure that all AI/ML models and calculations are \ndeveloped and deployed within our established ethical framework, prioritising accuracy \nand fairness in our automated insights.\n', 'the airport power grid. As the APUs operate on jet \nfuel, they contribute to both noise and air pollution \nin the local environment, so reducing their use is \nimportant for improving air quality. In 2025, we \nprocured 40 AI-enabled thermal cameras with the \npurpose of installing these at the busiest aircraft \nstands. 39 of the 40 cameras have been deployed \nand are successfully collecting data. The remaining \ncamera will be deployed when construction of \nthe planned placement is completed. Cameras \nare mounted on light poles at the busiest stands, \nallowing us to monitor up to 70% of total aircraft \ntraffic. The project is enabling us to better under-\nstand when an APU is turned on and off, and from \nthere to gain an understanding of why timestamps \nmay differ from the guidelines provided by CPH. \nAnalysis of the preliminary results of the project is \nunder way, with expected outcomes to be opera-\ntionalised in 2026.\n'];4;4;3;11;16115000000;Kastrup;19/09/1990;2546.00.00;;
66;KBHL.CO;Copenhagen Airports A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010201102;549300Z01GJGM7D3HQ74;;11/04/1994;11/04/1994;Industrials;Industrial Transportation;Transportation Services;10.00;;;;321;ALL_COMPANIES/Copenhagen Airports A-S/copenhagen_airports_as_group_annual_report_2024.pdf;Københavns Lufthavne A/S;2024;0.0034778173218488;['We see digitalisation and AI as tools to help make our processes \nmore efficient and effective, and to create the capacity we need for \nthe future. This is why we are investing in new technology and new \nsolutions. CPH is working to simplify internal processes and, at the \nsame time, offer digital solutions tailored to the passengers’ needs, \nto make their journeys easier.\n', 'We are dedicated to becoming even more data-driven, leveraging \ntechnology, such as AI, to elevate the passenger experience and \nimprove our operational efficiency, while staying ahead of cyber risks \nremains a top priority in protecting our systems and data.\n', 'to deploy AI-enabled thermal cameras at the 40 \nbusiest aircraft stands in 2025. These cameras \nwill monitor APU usage and provide actionable \ninsights into air pollution reductions, supporting \nthe development of actions to further minimise \nAPU reliance.\n'];3;3;2;8;15510000000;Kastrup;19/09/1990;2218.00.00;;
67;KBHL.CO;Copenhagen Airports A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010201102;549300Z01GJGM7D3HQ74;;11/04/1994;11/04/1994;Industrials;Industrial Transportation;Transportation Services;10.00;;;;320;ALL_COMPANIES/Copenhagen Airports A-S/2023_copenhagen_airports_as_group_annual_report_uk.pdf;Københavns Lufthavne A/S;2023;0.0014656094736996;['We are exploring the potential of artificial intelligence \nto further develop our data-driven airport. In 2023, we \nlaunched Airport Genie, CPH’s own version of ChatGPT \nin a safe and secure environment.\n'];1;2;0;3;15271000000;Kastrup;19/09/1990;1852.00.00;;
68;KBHL.CO;Copenhagen Airports A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010201102;549300Z01GJGM7D3HQ74;;11/04/1994;11/04/1994;Industrials;Industrial Transportation;Transportation Services;10.00;;;;319;ALL_COMPANIES/Copenhagen Airports A-S/2022_copenhagen_airports_as_group_annual_report_2022_uk.pdf;Copenhagen Airports A/S;2022;00.00;[];0;0;0;0;15368200000;Kastrup;19/09/1990;2600.00.00;;
69;KBHL.CO;Copenhagen Airports A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010201102;549300Z01GJGM7D3HQ74;;11/04/1994;11/04/1994;Industrials;Industrial Transportation;Transportation Services;10.00;;;;324;ALL_COMPANIES/Copenhagen Airports A-S/2021_uk_final.pdf;Københavns Lufthavne A/S;2021;00.00;[];0;0;0;0;14278200000;Kastrup;19/09/1990;;;
70;KBHL.CO;Copenhagen Airports A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010201102;549300Z01GJGM7D3HQ74;;11/04/1994;11/04/1994;Industrials;Industrial Transportation;Transportation Services;10.00;;;;322;ALL_COMPANIES/Copenhagen Airports A-S/kl_ar_2020_uk_final.pdf;Copenhagen Airports A/S;2020;00.00;[];0;0;0;0;14146800000;Kastrup;19/09/1990;;;
71;ROCKb.CO;Rockwool A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0063855168;213800QRC7LNX935OZ09;;05/01/1996;05/01/1996;Industrials;Construction and Materials;Building Materials: Other;11.00;;;;182;ALL_COMPANIES/Rockwool A-S/annual-report-2025.pdf;ROCKWOOL A/S;2025;00.00;[];0;0;0;0;3888000000;Hedehusene;12/09/1936;11993.0;;3855000000.0
72;ROCKb.CO;Rockwool A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0063855168;213800QRC7LNX935OZ09;;05/01/1996;05/01/1996;Industrials;Construction and Materials;Building Materials: Other;11.00;;;;181;ALL_COMPANIES/Rockwool A-S/annual-report-2024.pdf;ROCKWOOL A/S;2024;00.00;[];0;0;0;0;3554000000;Hedehusene;12/09/1936;12197.0;17000000.0;3620000000.0
73;ROCKb.CO;Rockwool A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0063855168;213800QRC7LNX935OZ09;;05/01/1996;05/01/1996;Industrials;Construction and Materials;Building Materials: Other;11.00;;;;183;ALL_COMPANIES/Rockwool A-S/se-2024-01_annual-report-2023.pdf;ROCKWOOL A/S;2023;00.00;[];0;0;0;0;3428000000;Hedehusene;12/09/1936;11968.0;;3907000000.0
74;ROCKb.CO;Rockwool A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0063855168;213800QRC7LNX935OZ09;;05/01/1996;05/01/1996;Industrials;Construction and Materials;Building Materials: Other;11.00;;;;184;ALL_COMPANIES/Rockwool A-S/se-2023-01_annual-report-2022.pdf;ROCKWOOL A/S;2022;00.00;[];0;0;0;0;3080000000;Hedehusene;12/09/1936;11448.0;;3088000000.0
75;ROCKb.CO;Rockwool A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0063855168;213800QRC7LNX935OZ09;;05/01/1996;05/01/1996;Industrials;Construction and Materials;Building Materials: Other;11.00;;;;179;ALL_COMPANIES/Rockwool A-S/rockwool-annual-report-2021-final.pdf;ROCKWOOL International A/S;2021;00.00;[];0;0;0;0;2744000000;Hedehusene;12/09/1936;11691.0;;2602000000.0
76;ROCKb.CO;Rockwool A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0063855168;213800QRC7LNX935OZ09;;05/01/1996;05/01/1996;Industrials;Construction and Materials;Building Materials: Other;11.00;;;;180;ALL_COMPANIES/Rockwool A-S/se-2021-05_annual-report-2020.pdf;ROCKWOOL International A/S;2020;00.00;[];0;0;0;0;2694000000;Hedehusene;12/09/1936;;;2757000000.0
77;PNDORA.CO;Pandora A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060252690;5299007OWYZ6I1E46843;;05/10/2010;05/10/2010;Consumer Discretionary;Personal Goods;Luxury Items;12.00;;;;403;ALL_COMPANIES/Pandora A-S/2025-staticcontent.pdf;Pandora A/S;2025;0.0090112415238009;['AI\n', 'Our inclusiveness score rose to 8.9, up from 8.8 \nin 2024 (10-point scale) – a sign that our efforts \nto foster a more diverse, equitable and inclusive \nworkplace are making a meaningful difference \nfor our people. Leadership Effectiveness was \nrated at 8.7, compared to 8.6 in 2024 (10-point \nscale), reflecting the growing trust and confidence \nemployees have in their leaders to support, \nempower and guide them. \n \nTRANSFORMING OUR RETAIL  \nRECRUITMENT WITH AI \nWith 2,811 concept stores globally, attracting and \nretaining retail talent remains a key priority for \nus. In 2025, we have made significant strides in \nmodernising how we attract and retain talent \nacross our retail stores. We have implemented an \nAI-powered recruitment tool that is optimising the \nhiring process and experience. This technology is \nalready delivering strong results as we see better \ncandidates, reduced early attrition and accelerated \nseasonal hiring. \n', 'these advancements. Throughout 2025, we have \nstrengthened our responsible data practices to \nensure equality, equity and integrity. We laid the \nfoundations for respon\xadsible technology adoption \nby launching a platform with training and ethical \nguidelines, initiating a governance framework \nand embedding risk considerations into vendor \nand in-house AI development processes. Looking \nahead to 2026, we will continue to advance these \ninitiatives, reinforcing our pos\xadition as a leader in \nresponsible AI implementation.\n', 'MITIGATING THE RISK OF BRIBERY  \nAND CORRUPTION \nIn Pandora, we have a zero-tolerance policy for \nbribery and corruption, and we take appropriate \naction when necessary. To mitigate the risk, we \nhave a dedicated compliance programme building \non the Code of Conduct and the Anti-Bribery \nand Corruption Policy. In 2025, we revised our \nGifts & Entertainment Standard and the Conflict-\nof-Interest Policy, launched a global awareness \ncampaign, delivered additional training for exposed \nfunctions and senior leaders and strengthened the \nprocesses for declaring gifts and entertainment. \n \nPROTECTING PERSONAL DATA \nOur Privacy Policy   outlines the principles we \nadhere to when managing personal data from \ncustomers, employees and other individuals. \nWe utilise personal data only when there is a \nlegitimate purpose, ensuring that all data is used, \nstored, shared and protected in accordance with \napplicable privacy laws.\u202f\n \nWe ensure our colleagues stay privacy-aware with \nregular training. In 2025, we expanded targeted \ntraining efforts for the office population in our \nSouthern Europe, Middle East & Africa clusters and \nfor HR colleagues in our European Distribution \nCentre.\n \nAs artificial intelligence (AI) technologies evolve, \nprotecting personal data becomes increasingly \nimportant. We have therefore implemented a \ngatekeeping process to ensure that every use of \nAI undergoes thorough assessments, ensuring fair, \nresponsible and compliant data handling. \n \nPandora investigates and resolves privacy \ncomplaints in accordance with applicable laws.  \n'];3;4;4;11;27758000000;KOEBENHAVN V;09/03/2005;27480.0;00.00;31680000000.0
78;PNDORA.CO;Pandora A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060252690;5299007OWYZ6I1E46843;;05/10/2010;05/10/2010;Consumer Discretionary;Personal Goods;Luxury Items;12.00;;;;404;ALL_COMPANIES/Pandora A-S/2024-staticcontent-3.pdf;Pandora A/S;2024;0.0137840725042213;['AI\n', 'PEOPLE SYSTEMS AND AI SUPPORTING \nPANDORA’S GROWTH AMBITIONS\nTo support stronger workforce planning and \noperational efficiency, we introduced Plan.dora, a \nnew workforce management system that simplifies \ntasks for retail colleagues, allowing them to focus \non what matters most – customer interactions. \nInitially launched in North America, Plan.dora \nnow covers nine markets, reaching approximately \n20,500 live users, which accounts for approximately \n75% of Pandora’s retail colleagues. Additionally, we \nare piloting an AI recruitment tool to streamline \nhiring for our store associates, enhancing candidate \nquality and reducing early attrition. Following a \nsuccessful pilot in North America in 2024, we plan \nfurther implementation in 2025. \n', 'At Pandora, we continue to apply principles \nof equality and equity in our data processing, \nrespecting the individual behind the data and \ncommitting to sustainable data practices. In \n2024, we further strengthened our approach to \nAI by deciding to establish a comprehensive AI \nGovernance Framework to ensure compliance \nwith evolving legislation, including the EU AI Act. \nOnce established, this framework will include an \nAI catalogue, regulatory compliance assessments, \npolicy framework, contractual frameworks, risk \nassessment and mitigation, legislation monitoring, \n', 'audits, incident response and supplier screening.\nWe also decided to build a Data Governance \nFramework to ensure that the data used to train \nour AI systems is accurate, timely, unbiased and \nprivacy-compliant. To promote responsible AI \nusage, our AI Literacy Programme educates \ncolleagues on the safe and ethical use of Generative \nAI. Pandora remains committed to our AI Safety \nStandard and will continue advancing these \ninitiatives in 2025.\n'];4;3;4;11;23798000000;KOEBENHAVN V;09/03/2005;26986.0;00.00;28136000000.0
79;PNDORA.CO;Pandora A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060252690;5299007OWYZ6I1E46843;;05/10/2010;05/10/2010;Consumer Discretionary;Personal Goods;Luxury Items;12.00;;;;406;ALL_COMPANIES/Pandora A-S/2023-staticcontent-4.pdf;Pandora A/S;2023;0.0209860200820069;['TREND 2: \nDIGITAL ACCELERATION AND AI \n', 'The integration of physical and digital realms is continually \nexpanding. Nearly 5 billion people – almost two thirds \nof the world’s population – are now social media users, \nspending an average of 2.5 hours per day in the digital, \nsocial sphere1. The digital development is accelerating, \nand artificial intelligence only adds to this acceleration \nwith its potential to reshape creativity and efficiency and \ntransform the operational landscape for many businesses.\n', 'Pandora’s response\nPandora is transforming customers’ shopping experiences \nthrough the use of technology and data at scale. Since \n2020, we have embraced AI and machine learning, \nparticularly in customer segmentation and marketing. \nPandora is exploring opportunities in several AI areas \nincluding generative AI – the ability of artificial intelligence \nto generate text, images or other media. Our current focus \nis on accelerating predictive analytics and AI, as well as \nestablishing foundations for data ethics and AI safety.\n', 'We also recognise the importance of Artificial Intelligence \nSafety. In 2023, we introduced our Global AI Standard \nthrough a series of initiatives and presented an overview \nof generative AI risks to our Executive Leadership Team. As \na company, Pandora is committed to conducting business \nin full compliance with the principles for the safe use of \nAI as set out in the AI Safety Standard and will continue to \npromote and create awareness of these principles in 2024.\n'];4;3;3;10;22013000000;KOEBENHAVN V;09/03/2005;22441.0;;26463000000.0
80;PNDORA.CO;Pandora A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060252690;5299007OWYZ6I1E46843;;05/10/2010;05/10/2010;Consumer Discretionary;Personal Goods;Luxury Items;12.00;;;;405;ALL_COMPANIES/Pandora A-S/2022-staticcontent-5.pdf;Pandora A/S;2022;0.0085308218593779;['AI\n', 'We also recognise the importance of Artificial Intelligence \n', 'Safety. For this purpose, we have created a Global AI Safety \n', 'compliance with the principles for the safe use of AI as set \n', 'out in the AI Safety Standard, and we will begin implemen-\n'];1;0;1;2;18542000000;KOEBENHAVN V;09/03/2005;22336.0;00.00;23394000000.0
81;PNDORA.CO;Pandora A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060252690;5299007OWYZ6I1E46843;;05/10/2010;05/10/2010;Consumer Discretionary;Personal Goods;Luxury Items;12.00;;;;408;ALL_COMPANIES/Pandora A-S/2021-staticcontent-6.pdf;Pandora A/S;2021;00.00;[];0;0;0;0;19984000000;KOEBENHAVN V;09/03/2005;23736.0;;19009000000.0
82;PNDORA.CO;Pandora A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060252690;5299007OWYZ6I1E46843;;05/10/2010;05/10/2010;Consumer Discretionary;Personal Goods;Luxury Items;12.00;;;;407;ALL_COMPANIES/Pandora A-S/2020-staticcontent-7.pdf;Pandora A/S;2020;00.00;['and online channels. Investments in machine learning and data \n', 'thermore, Pandora’s machine learning algorithms help predict \n'];1;2;0;3;21571000000;KOEBENHAVN V;09/03/2005;;;21868000000.0
83;NKT.CO;Nkt A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010287663;529900197LKWCEQ0NL18;;1898-01-01;02/01/1985;Industrials;Electronic and Electrical Equipment;Electrical Components;13.00;;;;142;ALL_COMPANIES/Nkt A-S/nkt-annual-report-2025.pdf;NKT A/S;2025;0.0040756854793515;"['Rising electrification and \npower demand\nElectricity demand is expected to \ngrow steadily through 2060, increas-\ning by 140% globally.1 Worldwide \nelectricity consumption is expected \nto increase from 32 PWh per year in \n2024 to 77 PWh per year by 2060 \ndriven by decarbonisation, electrified \nheating and transport, data-driven \nindustries, and digital infrastructure \nincluding data centres and the use \nof artificial intelligence (AI). These \ndynamics contribute to an increased \nelectrification of society, with electric-\nity being projected to grow its share \nof global energy demand from 21% in \n2024 to 43% in 2060.1\n', ""As many other companies, NKT is \ndependent on IT infrastructure to \nmaintain its operations. Cyber risks \nrepresent harm or loss arising from \nthe compromise of business-critical \nIT systems in production or key busi-\nness administrative functions, net-\nworks, or digital assets, impacting \nan organisation's data confidentiality, \nintegrity, and system availability. At \nits core, potential consequences \nof such threats may be produc-\ntion interruption with subsequent \nfinancial and reputational impact. \nMoreover, the rapid advancement of \nAI technologies is one of the factors \nthat contributes to a higher level of \nsecurity threat.\n"", 'updated its internal data privacy \nframework and e-learning modules, \nintroduced additional templates and \nguidelines, and delivered targeted \ntraining to employees in high-risk \nroles. Looking ahead, the company \nwill continue implementing its data \nethics and protection policies, \nand will embed the next group of \nrequirements of the AI Act into its \nprocesses. NKT reports on these \nefforts in accordance with section \n99d of the Danish Financial State-\nments Act.\n']";2;0;1;3;4859000000;BROENDBY;01/01/1990;4473.00.00;;3252000000.0
84;NKT.CO;Nkt A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010287663;529900197LKWCEQ0NL18;;1898-01-01;02/01/1985;Industrials;Electronic and Electrical Equipment;Electrical Components;13.00;;;;143;ALL_COMPANIES/Nkt A-S/nkt-annual-report-2024.pdf;NKT A/S;2024;0.0021095933758767;"['tation of data protection and data \nethics policies, updating the internal \ndata privacy policy and e-learning, \nand preparing for the implementa-\ntion of the AI Act.\n', ""Like many other companies, NKT is \ndependent on IT infrastructure to maintain \nits operations. Cyber risks represent harm \nor loss arising from the compromise of busi-\nness-critical IT systems in production or key \nbusiness administrative functions, networks \nor digital assets impacting an organisation's \ndata confidentiality, integrity, and system \navailability. At its core, potential conse-\nquences of such a threat may be production \ninterruption with subsequent financial and \nreputational impact. Moreover, the rapid \nadvancement of AI technologies is one of \nthe factors that contributes to higher level of \nthe security threat.\n""]";2;0;0;2;3604000000;BROENDBY;01/01/1990;4062.00.00;;2567200000.0
